Registracijos numeris,Registracijos data,docReklaminės veiklos subjektas (užsakovas),docReklaminės veiklos subjekto (užsakovo) buveinės adresas,docReklamos apmokestinamas plotas,docReklamos komisijos posėdžio data,docReklamos komisijos posėdžio protokolo Nr.,docReklamos leidimas galioja iki (data),docReklamos plotas (kv. m),docReklamos tipas,docReklamos turinys,docReklamos vykdytojas,docReklamos įrengimo adresas (gatvė),docReklamos įrengimo adresas (namo Nr.),docReklamos įrengimo adresas(seniūnija),docPastabos
A635-128(2.3.2.1-TR3),2/4/2010,,,,,,,,Ant pastato fasado,JUŠKOS GALERRY GALERIJA,VŠI Sereikiškių meno galerija,B. Radvilaitės,6B,Senamiesčio,
A635-132(2.3.2.1-TR3),2/4/2010,,,,,,,,Ant pastato fasado,ODONTOLOGIJOS KLINIKA GIKEDA,"IĮ ODONTOLOGIJOS KLINIKA ""GIKEDA""",Birželio 23-osios,15,Naujamiesčio,
A635-133(2.3.2.1-TR3),2/4/2010,,,,,,,,Ant pastato fasado,PAREX BANKAS,AB PAREX bankas,Kalinausko,13,Šnipiškių,
A635-134(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant pastato fasado,BALTNETA IT PASLAUGOS,"UAB ""Balneta""",Panerių,26,Naujamiesčio,
A635-142(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant plakato,PANORAMA GERŲ PIRKINIŲ MIESTAS,"UAB „Baltijos vaizdinė reklama""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-139(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant tunelio,PINIGŲ FABRIKAS,UAB „ETN - BALTIC“,Geležinio Vilko / Gedimino,.,Naujamiesčio,
A635-137(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant pastato fasado,OPTIKA,L. ANDRULIONIENĖS ĮMONĖ,Žemynos,2,Pašilaičių,
A635-138(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant pastato fasado,"""TANAGRA` AUTOMOBILIŲ DETALĖS","UAB ,,EGLĖS DIZAINAS""",J.Tiškevičiaus,26,Vilniaus,
A635-140(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant plakato,PRISMA VISADA ŽEMOS KAINOS,"UAB „Baltijos vaizdinė reklama""",Ozo / Gelvonų,,Šeškinės,
A635-141(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant skydo,MAXIMA,UAB „JCDecaux Lietuva“,Laisvės pr.,.,Karoliniškių,
A635-143(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant skydo,NAUJA PARDUOTUVĖ IKI,UAB „JCDecaux Lietuva“,Ukmergės,.,Šeškinės,
A635-135(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant pastato fasado,ART M BALDŲ PROJEKTAVIMAS IR GAMYBA,"UAB ""Art-M""",Pramonės,10D,Naujoji Vilnia,
A635-144(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant skydo,MAXIMA,"MAXIMA LT,UAB",Laisvės,.,Karoliniškių,
A635-136(2.3.2.1-TR3),2/5/2010,,,,,,,,Ant pastato fasado,"APRANGA IR EKSESUARAI JAUNIMUI, MOTERIMS, VYRAMS",R. CESIULEVIČIAUS ĮMONĖ,Viršuliškių,34,Viršuliškių,
A635-145(2.3.2.1-TR3),2/9/2010,,,,,,,,IVR ant pastato fasado,„B“ GERIAUSIA VIETA UŽKĄSTI,"UAB ,,LT REGO""",Jogailos,6,SENAMIESČIO,
A635-146(2.3.2.1-TR3),2/9/2010,,,,,,,,IVR ant pastato fasado,„SORPO“ MEDICINOS TYRIMAI,"UAB ""Sorpo """,J. Baltrušaičio,11,PAŠILAIČIAI,
A635-153(2.3.2.1-TR3),2/10/2010,,,,,,,,Ant kolonos,"CHORAS ""BEL CANTO"": DAINUOJAME VILTĮ , AISTRĄ IR MEILĘ","UAB ""PARTIZANAS""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-154(2.3.2.1-TR3),2/10/2010,,,,,,,,Ant skydo,LOREAL PARIS MEN EXPERT,"UAB ""Via media""",Ozo g. / Gelvonų g. sank.,.,Šeškinės seniūnija,
A635-162(2.3.2.1-TR3),2/10/2010,,,,,,,,IVR ant pastato fasado,GROŽIO SALONAS KIRPIMAS DAŽYMAS MANIKIŪRAS,"UAB ,,TURTO TURAS""",Jonažolių,1,Lazdynų,
A635-152(2.3.2.1-TR3),2/10/2010,,,,,,,,Ant stendų,"TELE2 6 CT / MIN. Į VISUS LIETUVOS TINKLUS, KALBĖKITE KIEK TILPS SU SAVAIS - UŽ DYKĄ, SU VISAIS KITAIS - UŽ 6 CT / MIN. 0 CT/ MIN. TARP SAVŲ.","UAB „Clear Channel Lietuva""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-160(2.3.2.1-TR3),2/10/2010,,,,,,,,VRI ant pastato fasado,PAVILNIO KLINIKA,"UAB ,,ETAVISTA""",Juodasis kelias,35,Naujosios Vilnios,
A635-148(2.3.2.1-TR3),2/10/2010,,,,,,,,Ant skydo,RIMI NEREIKIA MOKĖTI PIGIAU,"UAB ""CMS""","Kalvarijų g. - Kareivių g. sankryža, Pilaitės g. - Laisvės pr. sankirta, Transporto žiedo veja, Geležinio Vilko g.",.,"Žirmunų, Karoliniškių, Senamiestis, Šnipiškės",
A635-150(2.3.2.1-TR3),2/10/2010,,,,,,,,"Ant stotelės, Ant vitrinos",ARMEN VAN BUREN,"UAB ""JCDecaux Lietuva""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-158(2.3.2.1-TR3),2/10/2010,,,,,,,,IVR ant pastato fasado,ALKOHOLINIAI GĖRIMAI,"D. Ostrouch firma ""DANVIJA""",Naugarduko / Algirdo,28 / 35,Naujamiesčio,
A635-163(2.3.2.1-TR3),2/10/2010,,,,,,,,IRV ant pastato fasado,GĖLĖS,ALEKSANDRA KLUSOVSKAJA,Žemynos,2,Pašilaičiai,
A635-157(2.3.2.1-TR3),2/10/2010,,,,,,,,Ant kolonos,"PARDUOTI ar NEPARDUOTI? KAS SVARBIAU? ŽMONĖS ar PASTATAS?, MIESTUI GELBĖTI TURTO REFORMA!, KAS BUS, JEI SUSTOS LIETUVOS ŠIRDIS? ŽMONĖS ar PASTATAS? KAS SVARBIAU?","UAB ""Vilniaus miesto savivaldybės Tarybos sekretoriato Rinkodaros ir Viešųjų ryšių skyrius""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-147(2.3.2.1-TR3),2/10/2010,,,,,,,,Ant skydo,TELE2 0 CT / MIN. SU SAVAIS. 6 CT / MIN. Į VISUS LIETUVOS TINKLUS,UAB „Starcom“,"Savanorių pr.(žaliojoje vejoje1) , Laisvės pr. (prie Širdies klinikos)",",","Viršuliškių, Vilkpedė",
A635-156(2.3.2.1-TR3),2/10/2010,,,,,,,,Ant kolonos,"PARDUOTI AR NEPARDUOTI? KAS SVARBIAU ŽMONĖS ar PASTATAS?, MIESTUI GELBĖTI TURTO REFORMA, ŽMONĖS ar PASTATAS? KAS SVARBIAU?","UAB ""Vilniaus miesto savivaldybės Tarybos sekretoriato Rinkodaros ir Viešųjų ryšių skyrius""",Įvarios gatvės,.,Įvarios seniūnijos,
A635-149(2.3.2.1-TR3),2/10/2010,,,,,,,,"Ant stotelės, Ant vitrinos",TURKIJA SUŽAVI PAJUSKITE SAULĘ,"UAB ""MPG Idea""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-151(2.3.2.1-TR3),2/10/2010,,,,,,,,"Ant stotelės, vitrinos",VILNAIUS UNIVERSITETO KARJEROS DIENOS,"UAB ""JCDecaux Lietuva""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-155(2.3.2.1-TR3),2/10/2010,,,,,,,,"Ant stotelės, ant vitrinos",SUPER NETO PIGU KASDIEN,"UAB ""CMS""","Justiniškių g. (link Pašilaičių transp. žiedo), Justiniškių g. (į centrą)",.,Pašilaičių,
A635-159(2.3.2.1-TR3),2/10/2010,,,,,,,,IVR ant pastato fasado,TEISINĖS PASLAUGOS,"UAB ,,KVOLITI""",Švitrigailos / Naugarduko,26 / 40,Naujamiesčio,
A635-161(2.3.2.1-TR3),2/10/2010,,,,,,,,IRV ant pastato fasado,OPTIKOS SALONAS KONTAKTINIŲ LĘŠIŲ CENTRAS,"UAB ,,KONTAKTINIŲ LĘŠIŲ CENTRAS""",Jonažolių,1,Lazdynų,
A635-168(2.3.2.1-TR3),2/11/2010,,,,,,,,IRV ant pastato fasado,"""TAMSTA"" MUZIKOS SALONAS","IĮ ""TAMSTA""",Konstitucijos pr.,12,Šnipiškių,
A635-167(2.3.2.1-TR3),2/11/2010,,,,,,,,IRV ant pastato fasado,EMIRA SPINTŲ CENTRAS,UAB EMIRA,Naugarduko,59,Naujamiesčio,
A635-171(2.3.2.1-TR3),2/11/2010,,,,,,,,IRV ant pastato fasado,RAIGARDO VAISTINĖ,"UAB ""Reklamos ketvertas""",Kauno,12,Senamiesčio,
A635-170(2.3.2.1-TR3),2/11/2010,,,,,,,,IRV ant pastato fasado,KM INVEST KOMUNALINĖS MIESTŲ INVESTICIJOS,"UAB ""KM INVEST""",Landarių / Totorių,11-Jul,Senamiesčio,
A635-169(2.3.2.1-TR3),2/11/2010,,,,,,,,IRV ant pastato fasado,"""IKI"" PARDUOTUVĖ","UAB ""PALINK""",Juodasis kelias,35,Naujoji Vilnia,
A635-164(2.3.2.1-TR3),2/11/2010,,,,,,,,IRV ant pastato fasado,PARTIJOS TVARKA IR TEISINGUMAS VILNIAUS SKYRIAI,"PARTIJA ""TVARKA IR TEISINGUMAS""",T. Vrublevskio,6,Senamiesčio,
A635-173(2.3.2.1-TR3),2/11/2010,,,,,,,,IRV ant pastato fasado,"""TANAGRA"" AUTOMOBILIŲ DETALĖS",UAB „Tanagra“,Lentvario,1,Paneriai,
A635-165(2.3.2.1-TR3),2/11/2010,,,,,,,,IRV ant pastato fasado,FIRE EXPERTS PRIEŠGAISRINĖS SISTEMOS,"UAB "" Fire Experts""",Laisvės pr.,60,Viršuliškių,
A635-166(2.3.2.1-TR3),2/11/2010,,,,,,,,IRV ant pastato fasado,"""AKVATECHNIKA"" VANDENS FILTRAI, MASAŽINIAI BASEINAI. ""CARIN"" PREKĖS PIRKĖJAMS. ""IVECO"" IVECO S.P.A. ATSTOVYBĖ.","UAB ""TECHNOPANORAMA""",Dunojaus,20,Naujininkų,
A635-172(2.3.2.1-TR3),2/11/2010,,,,,,,,IRV ant pastato fasado,"UAB ""GRALĖ"" BIURAS. UAB ""DIASPRA"" BALDŲ PROJEKTAVIMAS IR GAMYBA. SIUVIMO SALONAS. UAB ""INSCRIBO"" KOMPIUTERINĖS SISTEMOS","UAB ""ŽVK""",Rūdininkų / Visų Šventųjų,18-Feb,Senamiesčio,
A635-180(2.3.2.1-TR3),2/12/2010,,,,,,,,"Ant stotelės, vitrinos",METALLICA WORLD MAGNETIC TOUR 2010,UAB „JCDecaux Lietuva“,Įvairios gatvės,.,Įvairios seniūnijos,
A635-177(2.3.2.1-TR3),2/12/2010,,,,,,,,"Ant stotelės, vitrinos, kolonos, skydo",0 CT / MIN. SU SAVAIS. 6 CT / MIN. Į VISUS LIETUVOS TINKLUS,"UAB ""JCDecaux Lietuva""","Savanorių pr.(žaliojoje vejoje nr. 1), Laisvės pr. žalioji veja (prie Širdies klinikos)",.,"Šnipiškių, Viršuliškių",
A635-176(2.3.2.1-TR3),2/12/2010,,,,,,,,MAXIMA APIE MAŽĄ KAINĄ PAGALVOTA,Ant skydo,"UAB ""JCDecaux Lietuva""",Laisvės pr.,.,Karoliniškių,
A635-175(2.3.2.1-TR3),2/12/2010,,,,,,,,Ant stendo,ŽALIA STOTELĖ VISKAS SODUI IR DARŽUI,"UAB Agrofirma ""SĖKLOS""",Ukmergės,259A,Pašilaičiai,
A635-178(2.3.2.1-TR3),2/12/2010,,,,,,,,"Ant stotelės, vitrinos","ŽMOGUS NEŠIUKŠLĖ, IŠMESTI NEGALIU",UAB „JCDecaux Lietuva“,Įvairios gatvės,.,Įvairios seniūnijos,
A635-174(2.3.2.1-TR3),2/12/2010,,,,,,,,IVR ant pastato fasado,"KREDITO UNIJA ""VILNIAUS TAUPOMOJI KASA""","KU ""Vilniaus taupomoji kasa""",Konstitucijos,15,Šnipiškių,
A635-179(2.3.2.1-TR3),2/12/2010,,,,,,,,"Ant stotelės, vitrinos, kolonos",MANGO,UAB „JCDecaux Lietuva“,Įvairios gatvės,.,Įvairios seniūnijos,
A635-182(2.3.2.1-TR3),2/17/2010,,,,,,,,ANT STOTELĖS VITRINOS,FILHARMONIJA,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-183(2.3.2.1-TR3),2/17/2010,,,,,,,,Ant skydo,ALICO,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-184(2.3.2.1-TR3),2/17/2010,,,,,,2/16/2013,,IVR ant pastato fasado,SAMSUNG,JCDecaux,Gedimino,35,Naujamiesčio,"kOL BAIGSIS STATYBOS DARBAI, BET NE ILGIAU KAIP 3 METAMS"
A635-187(2.3.2.1-TR3),2/17/2010,,,,,,,,IVR ant pastato fasado,BARCLAYS,Barclays Technology Centre Limited Lietuvos filialas,Upės,21,ŽVĖRYNO,
A635-186(2.3.2.1-TR3),2/17/2010,,,,,,,,IVR ant pastato fasado,„SORPO“ MEDICINOS TYRIMAI,"UAB ""Sorpo """,A.J. Povilaičio,18,Karoliniškių,
A635-188(2.3.2.1-TR3),2/17/2010,,,,,,,,IVR ant pastato fasado,ODONTOLOGIJOS KLINIKA,IĮ RASTOMA,V. Gerulaičio,1,Verkių,
A635-185(2.3.2.1-TR3),2/17/2010,,,,,,,,IVR ant pastato fasado,„AD REM“ „VILNIAUS TRANZITAS“ MUITINĖ CUSTOMS „AD REM“ LOGISTIKA. LOGISTIKOS IR TRANZITO CENTRAS,"UAB ""AD REM""",Metalo,2A,Naujininkų,
A635-181(2.3.2.1-TR3),2/17/2010,,,,,,,,ANT STOTELĖS VITRINOS,SUPER NETTO. PIGU KASDIEN,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-189(2.3.2.1-TR3),2/18/2010,,,,,,,,Ant skydo,RIMI NEREIKIA MOKĖTI DAUGIAU,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-190(2.3.2.1-TR3),2/18/2010,,,,,,,,Ant skydo,PRISMA,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-192(2.3.2.1-TR3),2/19/2010,,,,,,,,ANT STOTELĖS VITRINOS,CAMELIA,JCDecaux,Taikos / Rygos,.,Justiniškių,
A635-193(2.3.2.1-TR3),2/19/2010,,,,,,,,ANT STOTELĖS VITRINOS,MEZON,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-194(2.3.2.1-TR3),2/19/2010,,,,,,,,ANT STOTELĖS VITRINOS,CAMELIA,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-195(2.3.2.1-TR3),2/19/2010,,,,,,,,Ant plakato,L`OREAL,"UAB „Baltijos vaizdinė reklama""",T. Narbuto,.,ŽVĖRYNO,
A635-191(2.3.2.1-TR3),2/19/2010,,,,,,,,ANT STOTELĖS VITRINOS,FILHARMONIJA,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-196(2.3.2.1-TR3),2/19/2010,,,,,,,,Ant plakato,PRISMA,"UAB „Baltijos vaizdinė reklama""",Ozo / Gelvonų,.,Šeškinės,
A635-199(2.3.2.1-TR3),2/20/2010,,,,,,,,IVR ant pastato fasado,DARBO DRABUŽIAI,BRONIAUS UDROS REKLAMOS IR DIZAINO ĮMONĖ,Viršuliškių,42,Viršuliškių,
A635-204(2.3.2.1-TR3),2/20/2010,,,,,,,,IVR ant pastato fasado,CASINO. LOŠIMO AUTOMATŲ SALONAS,"Uab ""Tete-a-tete""",Savanorių,1,Naujamiesčio,
A635-200(2.3.2.1-TR3),2/20/2010,,,,,,,,IVR ant pastato fasado,NEBRANGŪS DRABUŽIAI,"VŠĮ ,,MEDIA PRO``",S. Žukausko,41,Žirmūnų,"Išduoti leidimą iškabai su sąlyga, kad bus patikslintas iškabos dydis iki trijų vitrinos langų pločio."
A635-198(2.3.2.1-TR3),2/20/2010,,,,,,,,IVR ant pastato fasado,LIETUVIŠKAS IR LATVIŠKAS TRIKOTAŽAS,UAB „Jaunylis“,Laisvės,77,Pašilaičių,"Išduoti leidimą iškabai su sąlyga, kad bus patikslinta tvirtinimo vieta pagal pataisymus projekte."
A635-202(2.3.2.1-TR3),2/20/2010,,,,,,,,IVR ant pastato fasado,ELSTINA. GROŽIO SALONAS,"IĮ ""Elstina""",Olandų,19,Senamiesčio,
A635-197(2.3.2.1-TR3),2/20/2010,,,,,,,,IVR ant pastato fasado,SIUVIMO SALONAS. SKUBUS DRABUŽIŲ TAISYMAS,ROSITA BUTKIENĖ,Kauno,23,Naujamiesčio,
A635-201(2.3.2.1-TR3),2/20/2010,,,,,,,,IVR ant pastato fasado,BOULING PUB,"UAB ""Golbena""",Vilniaus,75,Grigiškių,
A635-203(2.3.2.1-TR3),2/20/2010,,,,,,,,IVR ant pastato fasado,„VARICOM“ ENERGETIKOS ĮRANGA,UAB „Varicom“,Vytauto,20,ŽVĖRYNO,
A635-205(2.3.2.1-TR3),2/23/2010,,,,,,,,IVR ant pastato fasado,KOMISAS,"IĮ ,,SAVAS NORAS""",Sausio 13-osios,13,Karoliniškių,
A635-208(2.3.2.1-TR3),2/23/2010,,,,,,,,IVR ant pastato fasado,GRIGIŠKIŲ VAIKŲ DIENOS CENTRAS „GRIJOS VAIKAI“,"VĮ ""Grijos vaikai""",Kovo 11-osios,28,Grigiškių,
A635-209(2.3.2.1-TR3),2/23/2010,,,,,,,,IVR ant pastato fasado,BOULINGAS,"UAB ""FUNKAS IR PARTNERIAI""",Vytenio,6,Naujamiesčio,
A635-207(2.3.2.1-TR3),2/23/2010,,,,,,,,IVR ant pastato fasado,AUTOSERVISAS,ELENA ZAREMBIENĖ,Žemynos,13B,Pašilaičių,
A635-206(2.3.2.1-TR3),2/23/2010,,,,,,,,IVR ant pastato fasado,"UAB „SKREMA“ LANGAI, DURYS, VARTAI, ŽALIUZĖS","UAB ""MYLIDOS"" REKLAMA",Ateities,10,Verkių,
A635-215(2.3.2.1-TR3),2/24/2010,,,,,,,,IVR ant pastato fasado,SAMSUNG,JCDecaux,Gedimino,35,Naujamiesčio,
A635-217(2.3.2.1-TR3),2/24/2010,,,,,,,,ANT STOTELĖS VITRINOS,LOGIN 2010,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-220(2.3.2.1-TR3),2/24/2010,,,,,,,,ANT STOTELĖS VITRINOS,TRIUMPH,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-222(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant skydo,BIG STAR,JCDecaux,Ozo,.,Verkių,
A635-231(2.3.2.1-TR3),2/24/2010,,,,,,,,IVR ant pastato fasado,THOMAS PHILIPPS; VISKAS BUIČIAI,UAB  „THOMAS PHILIPPS BALTEX“,Upės,280B,Pašilaičių,
A635-232(2.3.2.1-TR3),2/24/2010,,,,,,,,IVR ant pastato fasado,GINTARINĖ VAISTINĖ,"UAB ""Gintarinė Vaistinė""",Justiniškių,91,Justiniškių,"Atsiskayti trikampės konsolės įrengimo ant pastato fasado, perkeliant ją į patalpų vidų.Atsisakyti lipnios plėvelės klijavimo ant vitrinų stiklo"
A635-212(2.3.2.1-TR3),2/24/2010,,,,,,,,,,,,,,
A635-224(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant skydo,RIMI NEREIKIA MOKĖTI DAUGIAU,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-210(2.3.2.1-TR3),2/24/2010,,,,,,,,ANT STOTELĖS VITRINOS,SUPER NETTO. PIGU KASDIEN,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-211(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant skydo,MAXIMA,JCDecaux,Laisvės,.,Karoliniškių,
A635-221(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant skydo,PRISMA; VISADA ŽEMOS KAINOS,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-235(2.3.2.1-TR3),2/24/2010,,,,,,,,IVR ant pastato fasado,„UNIPARK“ AUTOMOBILIŲ STOVĖJIMO AIKŠTELĖS,"UAB ,,Unimodus""",A. Gustaičio,1,Naujininkų,
A635-230(2.3.2.1-TR3),2/24/2010,,,,,,,,IVR ant pastato fasado,GJENSIDIGE,AAS „Gjensidige Baltic“ Lietuvos filialas,T. Ševčenkos  / Vytenio,21-Dec,Naujamiesčio,
A635-225(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant skydo,BITĖ,"UAB „Clear Channel Lietuva""",ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-223(2.3.2.1-TR3),2/24/2010,,,,,,,,ANT STOTELĖS VITRINOS,KULTYSHEV,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-234(2.3.2.1-TR3),2/24/2010,,,,,,,,IVR ant pastato fasado,GINTARINĖ VAISTINĖ,"UAB ""Gintarinė Vaistinė""",Šeškinės,22A,Šeškinės,
A635-214(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant skydo,PRISMA; VISADA ŽEMOS KAINOS,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-226(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant skydo,BIG STAR,JCDecaux,Ozo,.,ĮVAIRIOS SENIŪNIJOS,
A635-213(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant skydo,ELEKTROLUX,JCDecaux,Žirmūnų / Šilo,.,Žirmūnų,
A635-233(2.3.2.1-TR3),2/24/2010,,,,,,,,IVR ant pastato fasado,GINTARINĖ VAISTINĖ,"UAB ""Gintarinė Vaistinė""",Architektų,214,Lazdynų,
A635-216(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant skydo,RIMI NEREIKIA MOKĖTI DAUGIAU,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-218(2.3.2.1-TR3),2/24/2010,,,,,,,,ANT STOTELĖS VITRINOS,DEICHMANN,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-219(2.3.2.1-TR3),2/24/2010,,,,,,,,ANT STOTELĖS VITRINOS,BITĖ,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-228(2.3.2.1-TR3),2/24/2010,,,,,,,,"Ant autobuso, troleibuso",AR MŪSŲ DARBAS VERTINAMAS VIENODAI,"UAB ""ŽVK TRANSPORTAS""",ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-229(2.3.2.1-TR3),2/24/2010,,,,,,,,IVR ant pastato fasado,EUROPOS VARTOTOJŲ CENTRAS,"VŠĮ. ,,EUROPOS VARTOTOJŲ CENTRAS""",Odminių,12,Senamiesčio,
A635-227(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant stendo,A/CH,"UAB „Clear Channel Lietuva""",ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-236(2.3.2.1-TR3),2/24/2010,,,,,,,,IVR ant pastato fasado,projektą LEIDYKLA-SPAUSTUVĖ. KELIONIŲ ORGANIZATORIUS „RIATURAS“. REKLAMOS AGENTŪRA“ARTAVIVA“. UAB „BALTVA“. „PRAVESTA“ TARPTAUTINIAI VEŽIMAI. PABALTIJO NAMAI,"UAB ""VILMONA""",Vytenio,6,Naujamiesčio,
A635-237(2.3.2.1-TR3),2/24/2010,,,,,,,,Ant pilono,VERSLO CENTRAS „GREEN HALL“. „BARCLAYS TECHNOLOGY CENTRE LIMITED“ LIETUVOS FILIALAS. UAB „VIEŠŲJŲ RYŠIŲ PARTNERIAI. SOCIALINĖS INFORMACIJOS CENTRAS,"UAB ,,UPĖS PROJEKTAI""",Upės,21,ŽVĖRYNO,
A635-239(2.3.2.1-TR3),2/25/2010,,,,,,,,Ant konsolės,VAIRAVIMO MOKYKLA WWW.AGESINAAUTO.LT,"UAB ,,AGESINA AUTO""",Laisvės,60,Viršuliškių,Išduoti leidimą konsolinei reklamai
A635-242(2.3.2.1-TR3),2/25/2010,,,,,,,,IVR ant pastato fasado,TELE 2,"UAB „LT ADVERT""",Geležinio Vilko,29A,Naujamiesčio,
A635-244(2.3.2.1-TR3),2/25/2010,,,,,,,,IVR ant pastato fasado,TELE 2,"UAB „LT ADVERT""",Švitrigailos / Naugarduko,13 / 42,Naujamiesčio,
A635-246(2.3.2.1-TR3),2/25/2010,,,,,,,,ANT STOTELĖS VITRINOS,MADOS INFEKCIJA,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-238(2.3.2.1-TR3),2/25/2010,,,,,,,,IVR ant pastato fasado,DA ANTONIO,UAB „BARBERA“,L. Stuokos - Gucevičiaus,3-Jan,Senamiesčio,
A635-240(2.3.2.1-TR3),2/25/2010,,,,,,,,Ant plakato,PRISMA; VISADA ŽEMOS KAINOS,"UAB „Baltijos vaizdinė reklama""",Ozo / Gelvonų,.,Šnipiškių,
A635-243(2.3.2.1-TR3),2/25/2010,,,,,,,,IVR ant pastato fasado,TELE 2,"UAB „LT ADVERT""",Ateities,12,Verkių,
A635-241(2.3.2.1-TR3),2/25/2010,,,,,,,,,,,,,,
A635-245(2.3.2.1-TR3),2/25/2010,,,,,,,,IVR ant pastato fasado,TELE 2,"UAB „LT ADVERT""",Ukmergės,202A,Šeškinės,
A635-248(2.3.2.1-TR3),2/26/2010,,,,,,,,Ant skydo,ELEKTROLUX,JCDecaux,Žirmūnų / Šilo,.,Žirmūnų,
A635-250(2.3.2.1-TR3),2/26/2010,,,,,,,,ANT STOTELĖS VITRINOS,KINGS OF SALSA,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-249(2.3.2.1-TR3),2/26/2010,,,,,,,,Ant skydo,HESBURGER,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-247(2.3.2.1-TR3),2/26/2010,,,,,,,,Ant skydo,DANIJA,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-252(2.3.2.1-TR3),3/1/2010,,,,,,,,IVR ant pastato fasado,„ŽENEVA“ TECHNINIS CENTRAS,"UAB "" Savas laikas""",P. Lukšio,19,Žirmūnų,
A635-251(2.3.2.1-TR3),3/1/2010,,,,,,,,IVR ant pastato fasado,„ŽEMYNA“ NATŪRALI IR EKOLOGIŠKA KOSMETIKA,UAB ŽOLIŲ NAMAI,J. Basanavičiaus,16-May,Naujamiesčio,
A635-253(2.3.2.1-TR3),3/1/2010,,,,,,,,IVR ant pastato fasado,"Reklaminis elementas ""dantis""","UAB ,,DIZAINO FABRIKAS""",Žalgirio / Kaltanėnų,109 / 15,Šeškinės,
